x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20,x_21,y_21,x_22,y_22,x_23,y_23,x_24,y_24,x_25,y_25,x_26,y_26,x_27,y_27,x_28,y_28,x_29,y_29,x_30,y_30,x_31,y_31,x_32,y_32,x_33,y_33,x_34,y_34,x_35,y_35,x_36,y_36,x_37,y_37,x_38,y_38,x_39,y_39,x_40,y_40,x_41,y_41,x_42,y_42,label
0.3617819845676422,0.7157650589942932,0.4153350293636322,0.6530759334564209,0.47310182452201843,0.5675798654556274,0.4851899743080139,0.4914003610610962,0.43909013271331787,0.4794505834579468,0.4106413722038269,0.47278958559036255,0.40496769547462463,0.43142613768577576,0.41229113936424255,0.5153727531433105,0.4182300567626953,0.5311803221702576,0.3610457479953766,0.483980268239975,0.35351109504699707,0.4385153651237488,0.37087181210517883,0.5300819873809814,0.37607377767562866,0.5405697822570801,0.31583768129348755,0.5098902583122253,0.3057876527309418,0.4699338674545288,0.32969552278518677,0.5519246459007263,0.3375746011734009,0.5621281862258911,0.26940178871154785,0.5412387251853943,0.2653542757034302,0.5130071640014648,0.2874072194099426,0.5679652690887451,0.29707950353622437,0.5829816460609436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stone
0.3553001284599304,0.7058350443840027,0.409689724445343,0.6547204852104187,0.4749175012111664,0.5717149376869202,0.4836864173412323,0.4920123219490051,0.4391458034515381,0.4784795641899109,0.40946632623672485,0.4704752266407013,0.4042116701602936,0.43331870436668396,0.41082578897476196,0.511222779750824,0.41835418343544006,0.5243524312973022,0.3622817397117615,0.48046427965164185,0.3557887673377991,0.4409453868865967,0.3706064224243164,0.526311457157135,0.37631934881210327,0.5350097417831421,0.31877386569976807,0.5050663352012634,0.3081824779510498,0.4693666398525238,0.3285219669342041,0.5462048649787903,0.33565375208854675,0.557417631149292,0.2737129032611847,0.535404622554779,0.26694464683532715,0.5097789168357849,0.2850935757160187,0.561323344707489,0.2930484414100647,0.5755070447921753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stone
0.3524535894393921,0.7009474635124207,0.40929800271987915,0.656869649887085,0.4737400710582733,0.5765999555587769,0.48288625478744507,0.49631741642951965,0.437372624874115,0.4743800163269043,0.41732102632522583,0.4647010564804077,0.4019794762134552,0.43694040179252625,0.40628767013549805,0.512023389339447,0.41789302229881287,0.5240930318832397,0.3674793839454651,0.472533643245697,0.3545074462890625,0.4434487521648407,0.36703601479530334,0.530160129070282,0.37778347730636597,0.5373281836509705,0.3213821053504944,0.4947517514228821,0.3067551255226135,0.46899116039276123,0.32608672976493835,0.549696683883667,0.33853185176849365,0.5610620379447937,0.2749398350715637,0.5239439010620117,0.2681078314781189,0.5122147798538208,0.28650742769241333,0.5698986053466797,0.29940274357795715,0.5844471454620361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stone
0.3546270728111267,0.6922317743301392,0.4105108976364136,0.6451233625411987,0.4749084711074829,0.5674309134483337,0.48694634437561035,0.4878346920013428,0.44321468472480774,0.47215935587882996,0.41270557045936584,0.46286848187446594,0.4037281572818756,0.4301398694515228,0.40930670499801636,0.5030612349510193,0.41877874732017517,0.5213884711265564,0.36307835578918457,0.4727885127067566,0.3536928594112396,0.43753692507743835,0.3671405613422394,0.5200006365776062,0.37523725628852844,0.5356889963150024,0.3178118169307709,0.4956854581832886,0.3061803877353668,0.46433770656585693,0.32616758346557617,0.5404448509216309,0.3365646302700043,0.560276210308075,0.27257776260375977,0.5250265598297119,0.2659747004508972,0.4985816478729248,0.2836844325065613,0.5540595650672913,0.29405897855758667,0.5767163038253784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stone
0.35381007194519043,0.6978359222412109,0.412215918302536,0.6446029543876648,0.47722262144088745,0.559271514415741,0.48392409086227417,0.48068979382514954,0.43611809611320496,0.4694989025592804,0.4148007035255432,0.46353790163993835,0.4026705324649811,0.42756187915802,0.4096323251724243,0.5056458115577698,0.41920414566993713,0.5215080380439758,0.366759717464447,0.47300371527671814,0.35370951890945435,0.4363643229007721,0.36848020553588867,0.5212275385856628,0.37562674283981323,0.5354273319244385,0.32273533940315247,0.49554505944252014,0.3063642680644989,0.4597487449645996,0.3266310691833496,0.540664792060852,0.3362993001937866,0.5590378046035767,0.2777252197265625,0.5242173671722412,0.2671186327934265,0.4955340027809143,0.28373557329177856,0.552757203578949,0.2934112548828125,0.5733620524406433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stone
0.3551381230354309,0.69612717628479,0.41078633069992065,0.6457110643386841,0.4721464514732361,0.5638338327407837,0.4814075231552124,0.4849906861782074,0.4356415271759033,0.4710051417350769,0.40939652919769287,0.4678592085838318,0.40120697021484375,0.4252494275569916,0.4077177941799164,0.4987142086029053,0.41495051980018616,0.5224481225013733,0.3632567822933197,0.4785163402557373,0.3519498109817505,0.4334949851036072,0.3671426475048065,0.5142847299575806,0.37349483370780945,0.5374846458435059,0.32051610946655273,0.5023698210716248,0.30453482270240784,0.45712828636169434,0.3260467052459717,0.5328976511955261,0.33467814326286316,0.5604478716850281,0.27541399002075195,0.5337489247322083,0.2654156982898712,0.4972822368144989,0.28485292196273804,0.5479333400726318,0.294892281293869,0.5734482407569885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stone
0.35627925395965576,0.6940720081329346,0.41108277440071106,0.6409250497817993,0.47062936425209045,0.5598925948143005,0.47614407539367676,0.48424139618873596,0.43098512291908264,0.47176647186279297,0.4028131067752838,0.4617201089859009,0.4072878360748291,0.4264325499534607,0.41040298342704773,0.5027719140052795,0.41033506393432617,0.5198465585708618,0.35571902990341187,0.47193053364753723,0.3560994863510132,0.436823308467865,0.36802878975868225,0.5221468806266785,0.36765819787979126,0.5354512333869934,0.31276118755340576,0.49709704518318176,0.30780911445617676,0.46047085523605347,0.3264811336994171,0.5384231805801392,0.3290177881717682,0.5544708967208862,0.26788222789764404,0.529780924320221,0.2648926377296448,0.5008389949798584,0.2840428054332733,0.55300372838974,0.2905944287776947,0.5697847604751587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stone
0.35113823413848877,0.6956883668899536,0.40786293148994446,0.6487585306167603,0.4698033332824707,0.5649311542510986,0.47757941484451294,0.48520416021347046,0.4333287477493286,0.46741586923599243,0.40437763929367065,0.4635823667049408,0.4016968011856079,0.4251260459423065,0.4046557545661926,0.5032585263252258,0.4092317521572113,0.5207697749137878,0.3574216067790985,0.4722975790500641,0.35165390372276306,0.4357970058917999,0.3633982241153717,0.5217347145080566,0.36919647455215454,0.5369192957878113,0.31407979130744934,0.4946187138557434,0.30567657947540283,0.4625098705291748,0.32411518692970276,0.542341411113739,0.33221060037612915,0.5606423020362854,0.26975175738334656,0.5244510769844055,0.2661159634590149,0.5012166500091553,0.283551424741745,0.5579897165298462,0.2928410768508911,0.5767130255699158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stone
0.3571977913379669,0.6911110877990723,0.4084038734436035,0.6446354389190674,0.4681004285812378,0.565095841884613,0.4807107746601105,0.49013596773147583,0.44329577684402466,0.4705044627189636,0.4085385501384735,0.4553808569908142,0.4064708352088928,0.4265889823436737,0.41072878241539,0.5028294324874878,0.41421473026275635,0.5135191679000854,0.3590050935745239,0.46611177921295166,0.3575664758682251,0.43469011783599854,0.3710649013519287,0.5226823091506958,0.3743201494216919,0.5285401940345764,0.3130835294723511,0.4921107590198517,0.3086172640323639,0.4630242586135864,0.3290485739707947,0.5420020818710327,0.333920955657959,0.5500898361206055,0.2663451135158539,0.5253313183784485,0.26513874530792236,0.5018958449363708,0.28582680225372314,0.5554736852645874,0.2935594618320465,0.5683314204216003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stone
0.3546440601348877,0.6949642300605774,0.4103749394416809,0.6431699395179749,0.4726962447166443,0.556167721748352,0.4794551432132721,0.4762243926525116,0.43362343311309814,0.46564972400665283,0.4041139781475067,0.45736849308013916,0.4050099551677704,0.4184871315956116,0.4093325734138489,0.49829724431037903,0.4124290347099304,0.5144938230514526,0.3570723235607147,0.469450980424881,0.35534581542015076,0.4280370771884918,0.3681931793689728,0.5123437643051147,0.3706229031085968,0.5288715362548828,0.3143782615661621,0.4946102201938629,0.3063029944896698,0.45253247022628784,0.3271107077598572,0.5326208472251892,0.33301398158073425,0.5558739900588989,0.27093520760536194,0.526807963848114,0.26594382524490356,0.48927417397499084,0.28503525257110596,0.5474088788032532,0.29292193055152893,0.5737524032592773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stone
